,post,lang,age_group,proximal,medial,distal
4028,언니 나 1개만 주면 엄청이쁘고 착한 천사님이돼~,kr,1,2,0,0
4029,언니야 그거 재활용하믄 왁스 딴딴해져서 몬묵는다,kr,1,0,1,0
4030,예쁜언니 내가 괴식이라느꼇는데 은근 맜있엇던 간장에 수박찍어먹기 해줘,kr,1,1,0,0
4031,그걸로 양초 만들 수 있어요,kr,1,0,1,0
4032,저 이불에서 먹방하는 척 했는데 다 튐...,kr,1,1,0,1
4033,저 주세욥,kr,1,0,0,1
4034,아니 저걸 아깝다고 생각하신분은 이사자님이 처음임ㅋㅋㅋ,kr,1,2,0,1
4035,언니.. 그 왁스 얼려먹는거야..,kr,1,0,1,0
4036,예.. 저 저거먹다가 이빨 빠졌어요 갑자기 뿌리 뽑히는 소리가 들리고ㅜ,kr,1,1,0,2
4037,다시 먹으면 치석이랑..ㅋㅋ,kr,1,1,0,0
4038,저 왁스캔티 먹고 대충 책상에 물티슈 대놓고 걍 펼쳐서 뱉어놨는데 엄마가그거보곸ㅋㅎㅋㅎ 밥이냐곡ㅋㅎㅋㅎㅋ 물어보심ㅌㅎㅋㅎㅎ,kr,1,1,1,1
4039,오늘 저녁에 집에,kr,1,0,0,1
4040,그거 뜨거운물에 담그면 좀 녹는데,kr,1,0,2,0
4041,그냥 윗부분만먹고(식용왁스)국물만 먹으면 돼지않아요?,kr,1,0,1,0
4042,왁스캔디 저정도 한봉지에 얼마인가요???,kr,1,0,0,1
4043,다시 먹으면 치석이랑..ㅋㅋ,kr,1,1,0,0
4044,언니야 그거 재활용하믄 왁스 딴딴해져서 몬묵는다,kr,1,0,1,0
4045,저 주세욥,kr,1,0,0,1
4046,조금 위생에 안좋으니까(?) 그럼 안에 있는 음료?만 빨아먹고 나머지는 녹여서 만들어서 먹는것도 나쁘지않을것같은데료,kr,1,0,1,0
4047,좀 아까운거 같은데 제가 그거 재활용 해볼께요😅,kr,1,0,1,0
4048,언니 나 1개만 주면 엄청이쁘고 착한 천사님이돼~,kr,1,2,0,0
4049,왁스캔디 저정도 한봉지에 얼마인가요???,kr,1,0,0,1
4050,언니.. 그 왁스 얼려먹는거야..,kr,1,0,1,0
4051,언니 그거 얼려먹으면 막 빠삭콰작빠사쌱 하능데 얼려서 먹어주라,kr,1,0,1,0
4052,얼려먹으면 맛이어요!,kr,1,1,0,0
4053,이거 위쪽에 뚜껑같이생긴거 조금만 물어뜯어서 마시는거에욤😻,kr,1,2,0,0
4054,치석 잔뜩 묻어있을텐데 재활용이요?,kr,1,1,0,0
4055,저 왁스캔티 먹고 대충 책상에 물티슈 대놓고 걍 펼쳐서 뱉어놨는데 엄마가그거보곸ㅋㅎㅋㅎ 밥이냐곡ㅋㅎㅋㅎㅋ 물어보심ㅌㅎㅋㅎㅎ,kr,1,1,1,1
4056,그거 쪼물락 거리면 뭐 만들수 이씅ㅁ,kr,1,1,1,0
4057,오늘 저녁에 집에,kr,1,0,0,1
4058,예쁜언니 내가 괴식이라느꼇는데 은근 맜있엇던 간장에 수박찍어먹기 해줘,kr,1,1,0,0
4059,그거 뜨거운물에 담그면 좀 녹는데,kr,1,0,2,0
4060,그거 찐왁스여서 못먹는거 알아욤............,kr,1,0,1,0
4061,저 팔로우 해주세요,kr,1,0,0,1
4062,왁스캔디 저정도 한봉지에 얼마인가요???,kr,1,0,0,1
4063,그거 다 터져서 온다던데 터져서 오진 않겠죠?...ㅜ,kr,1,0,1,0
4064,조금 위생에 안좋으니까(?) 그럼 안에 있는 음료?만 빨아먹고 나머지는 녹여서 만들어서 먹는것도 나쁘지않을것같은데료,kr,1,0,1,0
4065,언니 식용달팽이 먹어주세요 48트,kr,1,1,0,0
4066,나도 그 생각했는데 재활용 ㅋㅋㅋ,kr,1,0,1,0
4067,언니 그거 얼려먹으면 막 빠삭콰작빠사쌱 하능데 얼려서 먹어주라,kr,1,0,1,0
4068,치석 잔뜩 묻어있을텐데 재활용이요?,kr,1,1,0,0
4069,그거 찐왁스여서 못먹는거 알아욤............,kr,1,0,1,0
4070,저거 그냥 다먹은 적 있는데,kr,1,0,1,1
4071,저도 저거 좋아해용,kr,1,0,0,2
4072,저 팔로우 해주세요,kr,1,0,0,1
4073,언니야 그거 재활용하믄 왁스 딴딴해져서 몬묵는다,kr,1,0,1,0
4074,그거얼려서 먹어야 되욤!,kr,1,0,1,0
4075,"자신의 치석이 묻은걸 재활용 하는 건 조금 아닌 거 같은디 ,,",kr,1,1,0,0
4076,저 주세욥,kr,1,0,0,1
4077,저거 입구 조금 뜯어가지고 안에 시럽만 먹고 녹이면 다시 재활용 가능할껄요?,kr,1,1,0,1
4078,아니 저걸 아깝다고 생각하신분은 이사자님이 처음임ㅋㅋㅋ,kr,1,2,0,1
4079,저거 어디서삼,kr,1,0,0,1
4080,제가 좋아하는데 저건 그냥 씹다가 버리는거랍니다 재미로 씹는거에요😅,kr,1,0,1,1
4081,난 이분이 초심 안잃어서 좋음,kr,1,2,0,0
4082,언니 나 1개만 주면 엄청이쁘고 착한 천사님이돼~,kr,1,2,0,0
4083,왁스캔디 저정도 한봉지에 얼마인가요???,kr,1,0,0,1
4084,이 글 국한인은 자연스럽게 읽는다던데,kr,1,1,0,0
4085,저도 가끔씩 땡겨서 문구점에서 사머거요 ㅋㅋㅋㅋ,kr,1,0,0,1
4086,저요,kr,1,0,0,1
4087,이분 왜이리 오랜만에 보는 것 같고 얼굴이 왜 예뻐지신 것 같지?,kr,1,3,0,0
4088,예.. 저 저거먹다가 이빨 빠졌어요 갑자기 뿌리 뽑히는 소리가 들리고ㅜ,kr,1,1,0,2
4089,그거 그대로 저 주세요,kr,1,0,2,1
4090,저거 입구 조금 뜯어가지고 안에 시럽만 먹고 녹이면 다시 재활용 가능할껄요?,kr,1,1,0,1
4091,10시간저누ㅜㅜㅜ 언니 대왕 중국간식 만들어죠,kr,1,0,0,1
4092,이 글 국한인은 자연스럽게 읽는다던데,kr,1,1,0,0
4093,얼려먹으면 맛이어요!,kr,1,1,0,0
4094,스럼 큰거를 먹으세요 아니면 님이 만들어 먹으셈,kr,1,1,0,0
4095,여러분 윤석열이 탄핵 되었습니다,kr,1,1,0,0
4096,엉니 왜 @leesajang_s2 이 계정 안 올려??,kr,1,1,0,0
4097,에이블리에 블링블링 치면 쿠폰 줘요~,kr,1,1,0,0
4098,"@user80251305658550: @:
이 리뷰를 읽으면 부모님은 5 년 안에 돌아가실 것입니다. 이 저주를 없애려면 그것을 복사하여 다른 5 개의 비디오에 붙여 넣어야합니다.
나는 단지 피해자입니다.",kr,1,2,1,1
4099,그거 팔자 씹은거,kr,1,0,1,0
4100,그거 대따 큰거 만들어서 먹어주세용,kr,1,0,1,0
4101,이쁘니 사장님 흑임자 와라비 모찌해줘여 179트,kr,1,1,0,0
4102,언니 그거 먹어도 돼..,kr,1,0,1,0
4103,누나 그걸로 껌 만들어줘,kr,1,0,1,0
4104,저도 좋아해요..ㅎㅎ 왁스캔디!,kr,1,0,0,1
4105,저거 마니 먹으면 사각턱 되면 어카지? 거거걱,kr,1,0,0,1
4106,류라이가 이거먹고 뱉는거 보여주면 악플집안 뛰쳐나옴ㅋㅎㅋㅎ,kr,1,2,0,0
4107,저거로 이용해서 대왕 왁스캔디 만들어주세요,kr,1,1,0,1
4108,저 왁스 다른 사람들은 입에 턱 넣고 씹다가 뱉는게 아니라 애초에 젤리 위에 뚜껑같은 조그만 하얀색만 이빨로 뜯어서 안에있는거 병음료 마시듯이 마시던데요 ….,kr,1,2,1,1
4109,그거 녹여서 캐릭터 초 만들어주세요,kr,1,0,1,0
4110,그거 얼려서 먹어보세요,kr,1,0,1,0
4111,언니 그거 얼려먹어줘요 겁나 맛도리,kr,1,0,1,0
4112,남은 왁스는 저 주세요,kr,1,0,0,1
4113,저 왁스 방금먹어는데 어떻게요?,kr,1,0,0,1
4114,왁스 이거 노겨서 언니가 좋아하는 만화 캐릭터 만들어요,kr,1,1,0,0
4115,그걸로 껌 만들어주세요,kr,1,0,1,0
4116,언니.. 언니의 치석이 섞인 왁스로 만든 캔디 먹을 자신있어?,kr,1,1,0,0
4117,에이블리에서 마이페이지 에서 쿠폰 누르고 쿠폰등록에서 투배드라고 치고 등록하면 할인쿠폰 줍니다,kr,1,3,0,0
4118,그거얼려서 안에 내용물 얼은상태에서 중간 자르고 젓가락 으로 퍼먹으면 맛있어요ㅡㅡ,kr,1,0,1,0
4119,"베이비벨 치즈 껍데기가 왁스성분이라
뭉쳐서 가운데 심지넣고 양초 만드는 영상 봤어용
근데 이건 씹었던거라 치석섞인 양초?ㅋㅋ",kr,1,3,0,0
4120,에이블리에서 마이페이지 에서 쿠폰 누르고 쿠폰등록에서 투배드라고 치고 등록하면 할인쿠폰 줍니다,kr,1,3,0,0
4121,저게 밀납인가요,kr,1,0,0,1
4122,개껌이네요,kr,1,1,0,0
4123,어떠냐고. 이 노래 어떠냐고.,kr,1,1,0,0
4124,진짜 그대로 말해서 개 웃기네ㅋㅋ,kr,1,0,1,0
4125,이노래 어떠냐고,kr,1,1,0,0
4126,이 노래 어떠냐고 ㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
4127,이컨텐츠 마니 해주세용 ㅠ😍,kr,1,1,0,0
4128,아니 그걸 그대로 전해주네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,0,2,0
4129,저기 거기네 그 양천구 파리공원,kr,1,0,1,1
4130,크 이센스 비행 뭘 좀 아시네 ㅠㅠ 넘 좋음 ㅠㅠㅠㅠㅠ,kr,1,1,0,0
4131,에미넴ㅈ이 짱,kr,1,1,0,0
4132,아닠ㅋㅋㅋㅋ 그냥 그대로 노래 어떠냐고 이러는거 ㅋㅋㅋㅋㅋㅋ,kr,1,1,2,0
4133,와쏭이 어느 지역으로 갈까요?,kr,1,1,0,0
4134,딱히 할말이 딱히 없는데 그대로 말한거 진짜ㅠㅠㅠㅠㅠㅌㅌㅌㅌㅌ큨큐큐큨큨큐큐쿸ㅋㅋㅋㅋㅋㅌ쿠쿠투쿠쿠쿸쿸ㅋㅋㅋㅋㅋㅋ큐ㅜ투큐튜투ㅜㅠ튜튵,kr,1,1,1,0
4135,아니 이거 제일웃김ㅋㅋㅋㅋㅋ,kr,1,1,0,0
4136,딱히 할 말이 딱히 없는데를 진짜 그대로 말하면 어떡해 ㅋㅋㅋㅋ,kr,1,1,1,0
4137,냅다 딱히 할말이 딱히 없는데 아 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
4138,이 노래 어떠냐고 ㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
4139,이 노래 어떠냐곸ㅋㅋㅋㅋㅋㅋ 개웃기넼ㅋㅋㅋ아니 진짜 그대로 말해주는거 ㅋㅋ,kr,1,1,1,0
4140,아니 딱히할말이 딱히없는데ㅋㅎㅋㅎㅎㅋㅎㅌㅎㅎㅌ,kr,1,1,0,0
4141,이 노래 어떠냐고 ㅋㅋㅋㅋㅋㅋ 개웃기다,kr,1,1,0,0
4142,이노래어떠냐고 이러네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,2,0,0
4143,어떠냐고 이 노래어떠냐고 ㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ,kr,1,1,0,0
4144,딱히 할말이 딱히 없는데ㅋㅋㅋㅋㅋ,kr,1,1,0,0
4145,ㅇㄴ 그대로 전달하는거 개웃기네 ㅋㅎㅋㅎㅋㅎㅎㅋㅎㅋㅎㅋ,kr,1,0,1,0
4146,아니 그걸 그대로 전해주네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,0,2,0
4147,아닠ㅋㅋㅋ 딱히 할 말이 딱히 없는데 할때 뭐냐곸ㅋㅋㅋ,kr,1,1,0,0
4148,제발 저장 풀어 주세요ㅠㅠㅠ,kr,1,0,0,1
4149,이런 거 더 만들어주새요 ㅠㅋㅋㅋㅋ개웃김,kr,1,1,0,0
4150,아니왜그대로말하세요....ㅋㄹㅋㅅㅋㅋㅅㅋㅎㅋㅎㅋㅎㅋㄹㅅㅋㄱㅋㄱㅋㄱㅋㅋ,kr,1,0,1,0
4151,말 한 그대로 말하는거 개웃기네,kr,1,0,1,0
4152,진짜 똑같이 전하네 ㅋㅌㅋㅋㅋㅋㅌㅋ,kr,1,1,0,0
4153,이거 제발 계속 해주세요 너무 웃겨요,kr,1,1,0,0
4154,이센스 비행 크,kr,1,1,0,0
4155,저걸 왜 그대로 말하는 ㅋㅋㅋㅋㅋㅋㅋ,kr,1,0,1,1
4156,ㅋㅋㅋㅋㅋㅋㅋ 진짜 그대로 전달해주네,kr,1,0,1,0
4157,이노래 어떠냐고ㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
4158,ㅋㅋㅋㅋ 이거 계속 해주세요 ㅠㅠ,kr,1,1,0,0
4159,이͙ 노래 어떠냐고ㅋㅋㅋㅋㅋ,kr,1,1,0,0
4160,"""이 노래 어떠냐고😡🥵"" ""딱히 할말이, 딱히 할말이 없는데""",kr,1,3,0,0
4161,아개웃겨 다짜고짜 이노래어떠냐고,kr,1,1,0,0
4162,이노래 어떠냐고,kr,1,1,0,0
4163,아 이거 개재밌다 ㅣㅋㅋ,kr,1,1,0,0
4164,저걸 진짜 똑같이 말하네 ㅋㅋㅋㅋㅋㅋㅋ,kr,1,1,0,1
4165,파리공원이네,kr,1,1,0,0
4166,이노래 어떠냐고가 개웃기네ㅠㅠㅠ,kr,1,1,0,0
4167,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅇㄴ 그대로 전달해준거 ㄹㅇ ㅋㅋ,kr,1,0,1,0
4168,아니큐큐ㅠㅠㅠㅋㅋㅋㅋ이게이 뭐야...ㅋㅍㅍㅍ퓨ㅠ,kr,1,2,0,0
4169,그대로 말해서 겁나웃기네ㅋㅋㅋㅋㅋ,kr,1,0,1,0
4170,진짜 그대로 전하네ㅋㅋ,kr,1,0,1,0
4171,이노래 어때 냐곸ㅋ,kr,1,1,0,0
4172,와쏭이면 링딩땅이지,kr,1,2,0,0
4173,이거 자주해주세요ㅠ 너무 재미있어요 ㅠㅋ,kr,1,1,0,0
4174,으아 ㅠ 여기 저희 동네인데 자주 와주세요,kr,1,0,0,1
4175,진짜 그대로 전해주는게 겁나웃김ㅋㄱㅋㄹㅎㅋㄹㅋ,kr,1,0,1,0
4176,ㅋㅋㅋㅋㅋㅋ아니 ㄹㅇ 개웃긴게 진짜 찾아가서 뜬금없이 그러는게 개웃김ㅋㅋ,kr,1,1,1,0
4177,진짜 그대로 말해서 개 웃기네ㅋㅋ,kr,1,0,1,0
4178,이상황 재밌네 ㅋㅋ루즈유어셀프 좋아,kr,1,1,0,0
4179,아이디어 좋닼ㅋㅌㅋㅋㅋㅋ,kr,1,1,0,0
4180,이노래 어떠냐고ㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
4181,4번에 그 남자 입니다ㅋ 팬이예요ㅋㅋ,kr,1,1,1,0
4182,진짜 그대로 전해주는게 겁나웃김ㅋㄱㅋㄹㅎㅋㄹㅋ,kr,1,0,1,0
4183,으아 ㅠ 여기 저희 동네인데 자주 와주세요,kr,1,0,0,1
4184,진짜 그대로 말해서 개 웃기네ㅋㅋ,kr,1,0,1,0
4185,이거 자주해주세요ㅠ 너무 재미있어요 ㅠㅋ,kr,1,1,0,0
4186,제일 예의 있는게 애기들이라니,kr,1,1,0,0
4187,이채널 영상중에 제일 재밌다 ㅋㅋ,kr,1,1,0,0
4188,이 컨텐츠 너무 재밌어요 ㅋㅎㅋㅎㅋ,kr,1,1,0,0
4189,4번에 그 남자 입니다ㅋ 팬이예요ㅋㅋ,kr,1,1,1,0
4190,이노래 어떠냐고ㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,1,1,0,0
4191,ㅋㅋㅋㅋㅋㅋ아니 ㄹㅇ 개웃긴게 진짜 찾아가서 뜬금없이 그러는게 개웃김ㅋㅋ,kr,1,1,1,0
4192,딱히 할말이 없는데 ㅋㅎㅋ,kr,1,1,0,0
4193,진짜 그대로 전달하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거 계속해줘요ㅠㅠㅋㅋㅋㅋㅋㅋ,kr,1,1,1,0
4194,진짜 그대로 전해주는게 겁나웃김ㅋㄱㅋㄹㅎㅋㄹㅋ,kr,1,0,1,0
4195,으아 ㅠ 여기 저희 동네인데 자주 와주세요,kr,1,0,0,1
4196,이거 또 해주셈 걍 개웃김ㅋㅋㅋㅋ 근뎨 댓글 필터링 머냐,kr,1,1,0,0
4197,진짜 그대로 말해서 개 웃기네ㅋㅋ,kr,1,0,1,0
4198,"아니 딱히 할말이 없는데랑
이노래 어떠냐고 ㅋㅋㅋㅋㅋ
젠짜 그대로 복붙이네. ㅋ",kr,1,3,1,0
4199,진짜 걍 똑같이하네 ㅋㅋ,kr,1,1,0,0
4200,@춘식 이노래어떠냐곸ㅋㅋㅋㅋㅋ,kr,1,1,0,0
4201,@떡꾹🐮 ㅋㅋㅋㅋㅋ ㄹㅇ 그대로 말하네ㅋㅈㅋ,kr,1,0,1,0
4202,딱히 할 말이 딱히 없는데 ㅋㅋㅋㅎㅋㅎㅎㅋㅋㅎㅋㅋㅎㅋㅎㅋㅎㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋㅋㅋㅋㅋ케켘ㅋㅋㅋㅋㄹㅋㅎㅋㅎㅋㅎㅌㅎ쿜ㅎㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅎㅋㅎㅋ홐ㅎㅋㅎㅋㅋㅋㅋㅋ코ㅗㅋㅎㅋㅎㅋㅋ코코ㅗ코코코ㅗ콬ㅋㅎㅋㅎㅋㅎㅎㅋㅎㅎㅋㅎㅋㅎㅎㅋㅎㅋㅎㅋ,kr,1,1,0,0
4203,에미넴에 첫곡이 6점? 스눕독 곡이 더 좋다고? 뭘 모르노,kr,1,2,0,0
4204,그대로 전달하는게 ㅈㄴ 웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅠㅠ,kr,1,0,1,0
4205,이컨텐츠 제발 더해즈세요 ㅈㄴ웃겨요ㅠㅠ🤟🤟,kr,1,1,0,0
4206,이센스 에미넴 스눕독 뽀롱뽀롱 뽀로로,kr,1,1,0,0
4207,1번아가들이 제일존댓말했네ㅎㅎ,kr,1,1,0,0
4208,아니 ㅋㅋㅋㅋㅋ진짜그냥 아예똑같이 ㅋㅋㅋㅋ,kr,1,1,1,0
4209,이센스 에미넴 스눕독 뽀롱뽀롱 뽀로로,kr,1,1,0,0
4210,미⃫친⃫ 다짜고짜 이노래 어떠냐고 ㅋㅎㅋㅎㅋෆ,kr,1,1,0,0
4211,이노래어떠냐고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㄴ웃기네,kr,1,1,0,0
4212,꼬망이가 닥터드레를 아네,kr,1,1,0,0
4213,건담이 뭐임?,kr,1,1,0,0
4214,그뎅 건담이 뭐지?,kr,1,1,1,0
4215,죄송한데 건담이 뭔지…..,kr,1,1,0,0
4216,건담이뭐에여?,kr,1,1,0,0
4217,이쁜누나 건담이뭐에요?,kr,1,2,0,0
4218,헉 엄마보다 서이브가 더 좋다니 그 이후로 어떻게 됬을까..,kr,1,2,1,0
4219,아니 지 낳아준 사람이 엄만데 서이브가 좋다는건 무슨,kr,1,2,0,0
4220,이후 저분은 어떻게 되셨을까..🙂,kr,1,1,0,1
4221,아니 키워주고 낳아주신분이 얼마나 고생했는데 무슨 서이브를 골라 서이브가 키워준것도 아니고;;,kr,1,3,0,0
4222,건담이 뭐임???,kr,1,1,0,0
4223,난 찐친이 찐친vs남친 누가 더 좋아?라고 할길래 찐친이 더 좋고 남친은 사랑한다고 했는데 그렇게 말하니까 아무도 상처 안 받았음,kr,1,2,1,0
4224,서이브님 해맑 이럴때 넘 기여워여ㅜㅋㅎ쿠ㅜ,kr,1,2,0,0
4225,남 부모님의 비교 하는 저분도 조금,kr,1,0,0,1
4226,진짜 왜저러는거지,kr,1,0,0,1
4227,서이브님에게 대답받기1일차!♡,kr,1,1,0,0
4228,서이브님보다 나이는많아보이는데.... ㅋㅋ 팬심으로 좋다고해야지!,kr,1,3,0,0
4229,서이브님한테 답글 받기 1일차,kr,1,1,0,0
4230,그날이후 건담은 집에서 볼수 없었다!!😂😂,kr,1,1,1,0
4231,충격받을만하기도 하지만 서이브 좋아하는건 당연하죠❤️❤️❤️ㅋㅋ,kr,1,1,0,0
4232,당현이 엄마지,kr,1,1,0,0
4233,"서이브님,레슬레이션가시면 누구응원하실거에요?",kr,1,2,0,0
4234,저라면 서이브가 좋고 엄마는사랑한다고 할거같아유,kr,1,1,0,1
4235,ㅋㅋㅋ 서이브님 랜플 또 언제와요?,kr,1,1,0,0
4236,서이브가 그렇게좋은가ㅋㅋ,kr,1,1,1,0
4237,서이브 갈수록 이뻐ㅓ,kr,1,2,0,0
4238,이분 근황이 궁금해짐,kr,1,2,0,0
4239,서이브가누군가요,kr,1,1,0,0
4240,서이브가 뭐하는 사람?,kr,1,1,0,0
4241,오~ 이브언니 인기 많네!!!~,kr,1,1,0,0
4242,이방엔 건담 모르는 애들이 많네..ㅡㅡ?,kr,1,2,0,0
4243,그 이후로…. 어떻게 될지…...,kr,1,1,1,0
4244,나같아도 서이브다🥰❤️👍,kr,1,1,0,0
4245,이브 언니 넘예뻐,kr,1,1,0,0
4246,건담이 뭐임????,kr,1,1,0,0
4247,건담이 뭐지.?,kr,1,1,0,0
4248,어머님 이뻐요,kr,1,1,0,0
4249,이브언니넘예뻐!,kr,1,1,0,0
4250,건담이 누구,kr,1,1,0,0
4251,저렇게 말하면 서이브랑 사귈줄 아나,kr,1,1,0,1
4252,@HU.01R 이게 뭐야……….,kr,1,1,0,0
4253,@서이브 (seoeve_official),kr,1,1,0,0
4254,헉ㄱㄱㄱㄱ엄마보다 서이브라니ㅋ,kr,1,1,0,0
4255,아니 엄마보다 서이브가 좋다고?,kr,1,1,0,0
4256,남자가 센스가 없네 서이브는 좋고 엄마는 사랑한다 해야지 ㅡ ㅡ,kr,1,1,0,0
4257,저 남자는 진짜 눈치가없네,kr,1,0,0,1
4258,면상은 과학이 맞다,kr,1,1,0,0
4259,전담 전이 건담~~입니다,kr,1,1,0,0
4260,뭔 어따 비비냐 당연히 엄마지. 서이브 쟤가 나한테 이득준 것도 없으면서. 뭔 서이브를 고르냐.. 방송의식 너무 티난다,kr,1,3,0,0
4261,급식왕 5월10일에 하는 레슬링 서이브도 참여 진짜 인가요?🙏,kr,1,1,0,0
4262,"엄마가 좋아 서이브가 좋아?
나-서이브 은니!!!
태권도가 좋아 서이브가좋아?
나-어.............
.......이브은니!!!!!!!!!!!!!!!!!!!!!
❤️❤️❤️❤️❤️❤️❤️사랑해요!",kr,1,4,0,0
4263,요즘 서이브님 춤추는곰돌만 가요 ㅠㅠ 딴것도 올려주세용😍,kr,1,1,0,0
4264,서이브님 레슬링에 와요?,kr,1,1,0,0
4265,이런 콘텐츠는 조금 그럼 굳이 이런 질문을 해야 함..?🥺,kr,1,3,1,0
4266,목소리에 가오가 이빠이네 ㅋㅋ,kr,1,2,0,0
4267,미자 좋아하는 아저씨,kr,1,0,0,1
4268,아무리 그래도 입에 담지도 못할 심한 욕을하시네,kr,2,0,1,0
4269,자기들이 공장에서 일하는 위치라는 것을 잘 알고 있는 중국,kr,2,1,0,0
4270,트럼프 아무리 애써도 중국을 이기지못해 중국 화이팅,kr,2,2,0,0
4271,근데 중국이 할 말인가 ㅋㅋ,kr,2,1,0,0
4272,관세맞은 나라들 다같이 손잡고 미국에 관세때려야되는데..,kr,2,1,0,0
4273,저건 중국이 하는 짓이잖아,kr,2,2,0,1
4274,그래 ..함 미국인들이 다 만들어봐라..그 때서야 느낄테지..아..옛날이여,kr,2,2,2,0
4275,트럼프는 정상이 아닌 대통령이다,kr,2,2,0,0
4276,트럼프가 미국을 제조업국가로만들려고 하고이는데. 미국사람들이 제조업을 하려할까요,kr,2,2,0,0
4277,아이들이 공장에서 일하는건 정작 중국인데 저걸 중국이 만드네 ㅋㅋㅋ,kr,2,3,0,1
4278,언론플레이가 문제네,kr,2,1,0,0
4279,전세계를 대상으로 싸우겠다는건데 그정도로 자신이 있을까,kr,2,1,1,0
4280,늙어서 옛 영광 지들이 잘 나갔다고 생각하는 그순간을 못잊고 그시대 방법이 좋았다 생각하는 순간 그자리 내려놓고 공기 물 강 바다와 공감하고 살아야 할듯 선진국에서는 제조업 보다는 선진국답게 첨단일을 해야 왜 장작떼고 석탄사용하면 자국민 노동자들 써라 하는가,kr,2,2,3,0
4281,필요하긴하나 너무 사전작업이 없음..,kr,2,1,0,0
4282,왕이없는 나라 아니였던가,kr,2,1,0,0
4283,선동하는 인간들이 문제,kr,2,1,0,0
4284,미국 대통령이 점점 장난과 선전 놀음이 되어가네,kr,2,2,0,0
4285,답은간단하다 미국만. 왕따하고 세계각국이. 거래하면된다,kr,2,1,0,0
4286,이할아버지가 세계경제를 뒤흔드는 구나,kr,2,1,0,0
4287,@이 호:미국전🙏🙏🙏🙏🙏🙏🙏🙏대통령.. 어재총살맞아니....～??♥,kr,2,1,0,0
4288,중국이 만들었다<<<ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,kr,2,1,0,0
4289,미국 제조업이 살아날까?,kr,2,1,0,0
4290,미국 화이팅,kr,2,1,0,0
4291,미국형님 돈이 없으시다 😱,kr,2,1,0,0
4292,나이키 옷 한벌에 2500만원,kr,2,1,0,0
4293,이러다 3차세계 대전..,kr,2,1,0,0
4294,"미국입장에서는 트럼프가 맞다
하지만 나는 중국인이다
모든 결과는 과정이 받쳐줘야 되는법
인간들은 종래로 정글을 벗어난적없다
모든건 실력의 포지션에서 출발하는거다
힘내라 아메리카 제대로 함 붙자 😁",kr,2,2,0,0
4295,그래서 미국대신 중국편 들라고?,kr,2,0,1,0
4296,쿠팡과 배민에 행포에 1인 음식 시키기 무섭다!! ㅋㅋ 치킨은 88켄터키 짱 가격과 맛이 장난 없음 ㅋ 시흥시 매화점 치킨 한마리 12800원 카카오맵에 평도 아주 좋음! 동네 맛집 난 여기서만 포장해 먹는다 매장 자리도 있음 일요일만 문닫음,kr,2,1,0,0
